,,WACC,WACC,WACC,WACC,WACC,WACC,WACC,WACC,WACC,WACC
Technology,,Bioenergy,Gas,Gas CCUS,Geothermal,Hydro,Solar,Tidal,Wave,Wind,Wind Offshore
Country code,Year,,,,,,,,,,
NOR,2019,7.13,6.519999999999999,7.13,8.13,5.29,6.730000000000001,7.01,7.01,6.29,7.83
NOR,2020,6.01,5.39,6.01,7.0,4.16,5.6,5.88,5.88,4.44,5.99
NOR,2021,6.36,5.75,6.36,7.36,4.52,5.96,6.239999999999999,6.239999999999999,4.8,6.34
NOR,2022,7.95,7.33,7.95,8.95,6.1,7.54,7.82,7.82,6.38,7.21
NOR,2023,8.51,7.89,8.51,9.51,6.67,8.11,8.39,8.39,6.95,8.49
NZL,2015,6.96,5.02,5.61,6.55,5.23,6.58,5.49,5.49,6.17,6.95
NZL,2016,6.62,4.68,5.26,6.2,4.88,6.24,5.15,5.15,5.82,6.6
NZL,2017,6.88,4.94,5.5200000000000005,6.46,5.14,6.5,5.4,5.4,6.08,7.54
NZL,2018,7.5,5.56,6.150000000000001,7.09,5.77,7.12,6.03,6.03,6.71,8.16
NZL,2019,6.75,4.81,5.4,6.34,5.02,6.37,5.28,5.28,5.96,6.74
NZL,2020,5.69,3.75,4.33,5.27,3.95,5.31,4.21,4.21,4.89,5.67
NZL,2021,5.34,4.08,4.66,5.599999999999999,4.28,5.64,4.55,4.55,5.22,6.0
NZL,2022,6.85,5.59,6.17,7.11,5.79,7.15,6.06,6.06,6.06,7.51
NZL,2023,7.37,6.11,6.69,7.63,6.31,7.67,6.57,6.57,6.57,8.03
OMN,2015,10.36,9.69,10.36,11.44,9.92,9.92,10.23,10.23,10.23,11.12
OMN,2016,9.95,9.28,9.95,11.02,9.51,9.51,9.81,9.81,9.81,10.7
OMN,2017,9.85,9.179999999999998,9.85,10.92,9.41,9.41,9.72,9.72,9.72,10.6
OMN,2018,11.410000000000002,10.74,11.410000000000002,12.479999999999999,10.97,10.97,11.270000000000001,11.270000000000001,11.270000000000001,12.160000000000002
OMN,2019,10.01,9.34,10.01,11.08,9.57,9.57,9.87,9.87,9.87,10.76
OMN,2020,9.75,9.09,9.75,10.83,9.32,9.32,9.62,9.62,9.62,10.51
OMN,2021,10.17,9.5,10.17,11.25,9.73,9.73,10.03,10.03,10.03,10.93
OMN,2022,14.52,13.85,14.52,15.6,14.08,14.08,14.38,14.38,14.38,15.28
OMN,2023,12.56,11.9,12.56,13.64,12.13,12.13,12.43,12.43,12.43,13.32
PAK,2015,17.21,16.58,17.21,18.23,15.32,16.8,17.08,17.08,17.08,17.93
PAK,2016,16.7,16.07,16.7,17.72,14.81,16.29,16.57,16.57,16.57,17.42
PAK,2017,13.7,13.09,13.7,14.679999999999998,11.88,13.3,13.58,13.58,13.58,14.39
PAK,2018,15.85,15.24,15.85,16.84,14.020000000000001,15.449999999999998,15.729999999999999,15.729999999999999,15.729999999999999,16.54
PAK,2019,12.68,12.08,12.68,13.66,10.87,12.29,12.56,12.56,12.56,13.37
PAK,2020,11.32,10.72,11.32,12.3,9.52,10.93,11.2,11.2,11.2,12.01
PAK,2021,11.69,11.08,11.69,12.660000000000002,9.88,11.29,11.56,11.56,11.56,12.37
PAK,2022,19.54,18.92,19.54,20.55,17.69,19.14,19.42,19.42,19.42,20.25
PAK,2023,21.61,20.98,21.61,22.63,19.73,21.2,21.48,21.48,21.48,22.32
PAN,2015,10.07,9.45,10.07,11.06,8.23,9.67,9.95,9.95,9.23,10.77
PAN,2016,9.67,9.05,9.67,10.66,7.83,9.27,9.55,9.55,8.83,9.65
PAN,2017,9.07,8.46,9.07,10.05,7.26,8.68,8.95,8.95,8.24,9.76
PAN,2018,10.15,9.54,10.15,11.13,8.33,9.75,10.03,10.03,9.32,10.13
PAN,2019,8.4,7.8,8.4,9.38,6.590000000000001,8.01,8.28,8.28,6.87,8.38
PAN,2020,7.24,6.63,7.24,8.22,5.43,6.84,7.12,7.12,6.41,7.22
PAN,2021,7.86,7.260000000000001,7.86,8.84,6.05,6.760000000000001,7.739999999999999,7.739999999999999,7.04,8.55
PAN,2022,10.74,10.13,10.74,11.72,8.92,9.63,10.62,10.62,9.9,11.43
PAN,2023,10.77,10.17,10.77,11.76,8.96,9.67,10.65,10.65,9.94,11.46
PER,2015,8.66,8.07,8.66,9.6,6.91,8.28,8.54,8.54,8.54,9.32
PER,2016,8.29,7.7,8.29,9.23,6.54,7.9,8.17,8.17,8.17,8.95
PER,2017,8.0,7.42,8.0,8.93,6.2700000000000005,7.62,7.88,7.88,7.88,8.65
PER,2018,8.88,8.3,8.88,9.82,7.150000000000001,8.5,8.77,8.77,8.77,9.54
PER,2019,7.720000000000001,7.139999999999999,7.720000000000001,8.66,5.99,7.340000000000001,7.610000000000001,7.610000000000001,7.610000000000001,8.38
PER,2020,6.62,6.04,6.62,7.55,4.89,6.24,6.5,6.5,5.83,7.27
PER,2021,7.29,6.71,7.29,8.23,5.56,6.91,7.169999999999999,7.169999999999999,6.5,7.95
PER,2022,9.86,9.28,9.86,10.8,8.12,9.48,9.75,9.75,9.07,10.52
PER,2023,9.96,9.38,9.96,10.9,8.23,9.58,9.85,9.85,9.17,10.62
PHL,2015,10.07,8.02,8.64,9.63,8.23,9.67,8.51,8.51,9.95,10.77
PHL,2016,9.67,7.62,8.24,9.23,7.83,9.27,8.11,8.11,9.55,10.36
PHL,2017,9.07,7.05,7.65,8.63,7.26,8.68,7.53,7.53,8.95,9.76
PHL,2018,10.15,8.12,8.73,9.71,8.33,9.75,8.61,8.61,10.03,10.839999999999998
PHL,2019,8.69,6.659999999999999,7.269999999999999,8.25,6.87,8.29,7.15,7.15,8.56,9.37
PHL,2020,7.51,5.48,6.09,7.07,5.7,7.11,5.97,5.97,7.39,8.2
PHL,2021,7.86,5.84,6.45,7.43,6.05,7.47,6.330000000000001,6.330000000000001,7.739999999999999,8.55
PHL,2022,10.74,8.7,9.31,10.3,8.92,10.34,9.19,9.19,10.62,11.43
PHL,2023,10.77,8.75,9.35,10.34,8.96,10.38,9.23,9.23,10.65,11.46
PNG,2015,15.43,13.37,13.98,14.979999999999999,13.58,15.029999999999998,13.86,13.86,15.309999999999999,16.13
PNG,2016,14.95,12.88,13.5,14.5,13.1,14.54,13.38,13.38,14.82,15.65
PNG,2017,12.5,10.51,11.1,12.070000000000002,10.709999999999999,12.11,10.98,10.98,12.38,13.179999999999998
PNG,2018,14.39,12.39,12.99,13.96,12.6,14.0,12.87,12.87,14.270000000000001,15.07
PNG,2019,11.64,9.64,10.24,11.21,9.85,11.25,10.12,10.12,11.52,12.31
PNG,2020,10.33,8.35,8.95,9.91,8.56,9.95,8.83,8.83,10.22,11.01
PNG,2021,10.69,8.71,9.3,10.26,8.91,10.3,9.18,9.18,10.57,11.36
PNG,2022,16.05,14.04,14.64,15.62,14.25,15.66,14.52,14.52,15.93,16.74
PNG,2023,15.09,13.08,13.69,14.65,13.29,14.69,13.56,13.56,14.97,15.77
POL,2015,7.37,8.22,8.86,9.9,8.44,8.44,8.74,8.74,7.239999999999999,8.84
POL,2016,7.73,7.84,8.48,9.51,8.06,8.06,8.35,8.35,6.85,8.45
POL,2017,7.64,7.74,8.38,9.41,7.96,7.96,8.25,8.25,6.76,8.36
POL,2018,8.5,8.61,9.25,10.28,8.83,8.83,9.12,9.12,7.63,9.23
POL,2019,7.38,7.480000000000001,8.12,9.15,7.709999999999999,7.709999999999999,8.0,8.0,6.51,8.1
POL,2020,6.19,6.3,6.93,7.96,6.52,6.52,6.81,6.81,5.32,6.17
POL,2021,6.57,6.669999999999999,7.31,8.34,6.89,6.89,7.18,7.18,5.69,7.29
POL,2022,8.79,8.9,9.53,10.57,9.12,8.37,9.41,9.41,7.91,8.77
POL,2023,9.15,9.26,9.9,10.93,9.48,7.99,9.77,9.77,8.28,9.13
PRK,2015,20.91,20.16,20.91,22.12,18.67,20.42,20.76,20.76,20.76,21.76
PRK,2016,20.34,19.59,20.34,21.55,18.1,19.85,20.19,20.19,20.19,21.19
PRK,2017,20.91,20.16,20.91,22.12,18.669999999999998,20.419999999999998,20.76,20.76,20.76,21.76
PRK,2018,27.290000000000003,26.540000000000003,27.290000000000003,28.5,25.05,26.8,27.14,27.14,27.14,28.14
PRK,2019,21.21,20.46,21.21,22.42,18.97,20.72,21.06,21.06,21.06,22.06
PRK,2020,19.45,18.7,19.45,20.66,17.21,18.96,19.3,19.3,19.3,20.3
PRK,2021,20.02,19.27,20.02,21.23,17.78,19.53,19.87,19.87,19.87,20.87
PRK,2022,31.51,30.76,31.51,32.72,29.27,31.02,31.36,31.36,31.36,32.36
PRK,2023,34.75,34.0,34.75,35.96,32.51,34.26,34.6,34.6,34.6,35.6
PRT,2015,9.11,9.89,10.47,11.42,8.73,10.09,10.36,10.36,8.99,9.77
PRT,2016,9.39,9.49,10.07,11.01,8.32,9.69,9.95,9.95,8.59,9.37
PRT,2017,8.51,8.6,9.179999999999998,10.11,7.46,8.8,9.06,9.06,7.72,8.49
PRT,2018,9.3,9.4,9.97,10.9,8.26,9.59,9.85,9.85,8.52,9.28
PRT,2019,7.13,7.9,8.47,9.39,6.76,8.1,8.36,8.36,7.019999999999999,7.779999999999999
PRT,2020,6.01,6.77,7.34,8.26,5.63,6.3,7.23,7.23,5.89,6.66
PRT,2021,6.09,6.849999999999999,7.419999999999999,8.33,5.71,6.38,7.3,7.3,5.97,6.73
PRT,2022,8.82,9.58,10.16,11.08,8.44,8.44,10.04,10.04,8.7,9.47
PRT,2023,7.94,8.7,9.27,10.19,7.57,7.57,9.16,9.16,7.83,8.59
PRY,2015,12.25,11.55,12.25,13.37,10.17,11.79,12.11,12.11,12.11,13.04
PRY,2016,11.8,11.1,11.8,12.93,9.72,11.35,11.66,11.66,11.66,12.59
PRY,2017,10.929999999999998,10.23,10.929999999999998,12.05,8.85,10.47,10.790000000000001,10.790000000000001,10.790000000000001,11.72
PRY,2018,12.270000000000001,11.57,12.270000000000001,13.39,10.19,11.81,12.13,12.13,12.13,13.050000000000002
PRY,2019,10.39,9.7,10.39,11.51,8.32,9.94,10.25,10.25,10.25,11.18
PRY,2020,9.05,8.36,9.05,10.17,6.98,8.6,8.91,8.91,8.91,9.84
PRY,2021,9.48,8.79,9.48,10.6,7.41,9.03,9.34,9.34,9.34,10.27
PRY,2022,13.12,12.43,13.12,14.25,11.05,12.67,12.99,12.99,12.99,13.91
PRY,2023,13.06,12.36,13.06,14.18,10.98,12.6,12.92,12.92,12.92,13.84
QAT,2015,8.92,8.23,8.92,10.04,8.47,8.47,8.78,8.78,8.78,9.71
QAT,2016,8.52,7.83,8.52,9.64,8.07,8.07,8.39,8.39,8.39,9.31
QAT,2017,8.74,8.04,8.74,9.85,8.28,8.28,8.6,8.6,8.6,9.52
QAT,2018,9.6,8.91,9.6,10.71,9.14,9.14,9.46,9.46,9.46,10.38
QAT,2019,8.49,7.8,8.49,9.61,8.04,8.04,8.35,8.35,8.35,9.28
QAT,2020,7.22,6.53,7.22,8.34,6.77,6.77,7.09,7.09,7.09,8.01
QAT,2021,7.64,6.95,7.64,8.75,7.19,7.19,7.5,7.5,7.5,8.42
QAT,2022,9.82,9.13,9.82,10.93,9.37,9.37,9.68,9.68,9.68,10.6
QAT,2023,10.31,9.62,10.31,11.42,9.86,9.86,10.17,10.17,10.17,11.09
RAK,2015,10.2,9.45,10.2,11.41,9.71,9.71,10.05,10.05,10.05,11.05
RAK,2016,9.77,9.02,9.77,10.98,9.28,9.28,9.62,9.62,9.62,10.62
RAK,2017,9.72,8.97,9.72,10.929999999999998,9.23,9.23,9.570000000000002,9.570000000000002,9.570000000000002,10.570000000000002
RAK,2018,10.699999999999998,9.95,10.699999999999998,11.910000000000002,10.21,10.21,10.55,10.55,10.55,11.550000000000002
RAK,2019,16.45,15.7,16.45,17.66,15.960000000000003,15.960000000000003,16.3,16.3,16.3,17.3
RAK,2020,7.17,6.42,7.17,8.38,6.68,6.68,7.02,7.02,7.02,8.02
RAK,2021,8.87,8.12,8.87,10.08,8.38,8.38,8.72,8.72,8.72,9.72
RAK,2022,11.68,10.93,11.68,12.89,11.19,11.19,11.53,11.53,11.53,12.53
RAK,2023,12.05,11.3,12.05,13.26,11.56,11.56,11.9,11.9,11.9,12.9
ROU,2015,11.27,10.61,11.27,12.34,9.29,10.06,11.14,11.14,9.59,10.47
ROU,2016,10.84,10.18,10.84,11.92,8.86,10.41,10.71,10.71,9.16,10.05
ROU,2017,10.11,9.45,10.11,11.17,8.13,9.67,9.97,9.97,8.43,9.31
ROU,2018,11.32,10.66,11.32,12.39,9.35,10.89,11.19,11.19,9.65,11.300000000000002
ROU,2019,9.64,8.98,9.64,10.71,7.67,8.44,9.51,9.51,7.970000000000001,8.85
ROU,2020,8.37,7.71,8.37,9.43,6.4,7.17,8.24,8.24,6.7,7.58
ROU,2021,8.77,8.11,8.77,9.83,6.8,8.34,8.64,8.64,7.099999999999999,7.98
ROU,2022,12.04,11.38,12.04,13.11,10.06,10.83,11.91,11.91,10.36,11.24
ROU,2023,12.03,11.37,12.03,13.1,10.06,10.83,11.9,11.9,10.36,11.24
RUS,2015,11.42,10.78,11.42,12.46,9.5,11.0,11.29,11.29,11.29,12.15
RUS,2016,11.0,10.35,11.0,12.04,9.07,10.58,10.87,10.87,10.87,11.73
RUS,2017,10.11,9.48,10.11,11.14,8.21,9.7,9.99,9.99,9.99,10.84
RUS,2018,11.37,10.729999999999999,11.37,12.4,9.46,10.949999999999998,11.24,11.24,11.24,12.1
RUS,2019,9.34,8.7,9.34,10.37,7.43,8.92,9.21,9.21,9.21,10.06
RUS,2020,8.1,7.47,8.1,9.13,6.2,7.69,7.98,7.98,7.98,8.82
RUS,2021,8.48,7.849999999999999,8.48,9.51,6.580000000000001,8.07,8.36,8.36,8.36,9.21
RUS,2022,20.69,20.03,20.69,21.76,18.72,20.26,20.56,20.56,20.56,21.44
RUS,2023,14.85,14.21,14.85,15.9,12.92,14.43,14.73,14.73,14.73,15.59
RWA,2015,13.79,13.18,13.79,14.770000000000001,11.96,13.39,13.66,13.66,13.66,14.479999999999999
RWA,2016,13.33,12.72,13.33,14.31,11.51,12.22,13.21,13.21,13.21,14.02
RWA,2017,12.5,11.9,12.5,13.459999999999999,10.709999999999999,11.41,12.38,12.38,12.38,13.179999999999998
RWA,2018,14.39,13.79,14.39,15.36,12.6,14.0,14.270000000000001,14.270000000000001,14.270000000000001,15.07
RWA,2019,11.64,11.04,11.64,12.6,9.85,11.25,11.52,11.52,11.52,12.31
RWA,2020,10.33,9.74,10.33,11.29,8.56,9.95,10.22,10.22,10.22,11.01
RWA,2021,10.69,10.09,10.69,11.64,8.91,10.3,10.57,10.57,10.57,11.36
RWA,2022,16.05,15.45,16.05,17.03,14.25,15.66,15.93,15.93,15.93,16.74
RWA,2023,15.09,14.49,15.09,16.06,13.29,14.69,14.97,14.97,14.97,15.77
SAU,2015,8.57,7.930000000000001,8.57,9.59,8.15,8.15,8.44,8.44,8.44,9.29
SAU,2016,8.19,7.55,8.19,9.21,7.77,7.77,8.06,8.06,8.06,8.91
SAU,2017,8.15,7.5200000000000005,8.15,9.17,7.74,7.74,8.03,8.03,8.03,8.87
SAU,2018,8.98,8.35,8.98,10.0,8.57,8.57,8.86,8.86,8.86,9.7
SAU,2019,7.92,7.290000000000001,7.92,8.94,7.51,7.51,7.790000000000001,7.790000000000001,7.790000000000001,8.64
SAU,2020,6.75,6.11,6.75,7.76,6.33,6.33,6.62,6.62,6.62,7.46
SAU,2021,7.12,6.48,7.12,8.14,6.7,6.7,6.989999999999999,6.989999999999999,6.989999999999999,7.830000000000001
SAU,2022,9.23,8.59,9.23,10.25,8.81,8.81,9.1,9.1,9.1,9.94
SAU,2023,9.62,8.98,9.62,10.64,9.2,9.2,9.49,9.49,9.49,10.33
SDN,2015,20.57,19.93,20.57,21.59,18.68,20.15,20.44,20.44,20.44,21.28
SDN,2016,20.01,19.37,20.01,21.02,18.12,19.59,19.88,19.88,19.88,20.72
SDN,2017,26.19,25.55,26.19,27.23,24.27,25.77,26.06,26.06,26.06,26.919999999999998
SDN,2018,28.86,28.209999999999997,28.86,29.899999999999995,26.929999999999996,28.44,28.73,28.73,28.73,29.59
SDN,2019,22.59,21.95,22.59,23.62,20.68,22.17,22.46,22.46,22.46,23.31
SDN,2020,23.83,23.18,23.83,24.87,21.9,23.41,23.7,23.7,23.7,24.56
SDN,2021,25.01,24.37,25.01,26.05,23.08,24.59,24.88,24.88,24.88,25.74
SDN,2022,31.07,30.42,31.07,32.11,29.14,30.65,30.94,30.94,30.94,31.8
SDN,2023,30.11,29.46,30.11,31.15,28.18,29.68,29.98,29.98,29.98,30.84
SEN,2015,13.79,13.18,13.79,14.770000000000001,11.96,13.39,13.66,13.66,13.66,14.479999999999999
SEN,2016,13.33,12.72,13.33,14.31,11.51,12.93,13.21,13.21,13.21,14.02
SEN,2017,10.459999999999999,9.87,10.459999999999999,11.41,8.7,10.070000000000002,10.34,10.34,10.34,11.12
SEN,2018,11.89,11.300000000000002,11.89,12.839999999999998,10.13,10.82,11.770000000000001,11.770000000000001,11.770000000000001,12.56
SEN,2019,9.86,9.27,9.86,10.81,8.79,8.79,9.74,9.74,9.74,10.53
SEN,2020,8.65,8.06,8.65,9.6,7.58,6.9,8.53,8.53,7.85,9.32
SEN,2021,8.99,8.41,8.99,9.94,7.93,7.239999999999999,8.88,8.88,7.510000000000001,8.97
SEN,2022,12.96,12.36,12.96,13.91,11.88,11.19,12.84,12.84,11.45,12.94
SEN,2023,12.52,11.93,12.52,13.48,11.45,10.76,12.41,12.41,11.03,12.5
SGP,2015,7.66,7.01,7.66,8.7,7.23,7.23,7.529999999999999,7.529999999999999,7.529999999999999,8.39
SGP,2016,7.29,6.64,7.29,8.33,6.86,6.86,7.16,7.16,7.16,8.02
SGP,2017,7.589999999999999,6.94,7.589999999999999,8.63,7.17,7.17,7.46,7.46,7.46,8.32
SGP,2018,8.27,7.62,8.27,9.31,7.84,7.84,8.14,8.14,8.14,9.0
SGP,2019,7.45,6.8,7.45,8.49,7.019999999999999,7.019999999999999,7.32,7.32,7.32,8.18
SGP,2020,6.27,5.62,6.27,7.32,5.85,5.85,6.14,6.14,6.14,7.01
SGP,2021,6.650000000000001,6.0,6.650000000000001,7.7,6.23,6.23,6.52,6.52,6.52,7.39
SGP,2022,8.3,7.65,8.3,9.34,7.87,7.87,8.17,8.17,8.17,9.03
SGP,2023,8.9,8.25,8.9,9.95,8.48,8.48,8.77,8.77,8.77,9.64
SHJ,2015,10.82,10.07,10.82,12.03,10.33,10.33,10.67,10.67,10.67,11.67
SHJ,2016,10.39,9.64,10.39,11.6,9.9,9.9,10.24,10.24,10.24,11.24
SHJ,2017,10.15,9.4,10.15,11.36,9.66,9.66,10.0,10.0,10.0,11.0
SHJ,2018,11.229999999999999,10.48,11.229999999999999,12.44,10.74,10.74,11.08,11.08,11.08,12.08
SHJ,2019,9.79,9.04,9.79,11.0,9.3,9.3,9.64,9.64,9.64,10.64
SHJ,2020,9.12,8.37,9.12,10.33,8.63,8.63,8.97,8.97,8.97,9.97
SHJ,2021,9.9,9.15,9.9,11.11,9.41,9.41,9.75,9.75,9.75,10.75
SHJ,2022,14.07,13.32,14.07,15.28,13.58,13.58,13.92,13.92,13.92,14.92
SHJ,2023,14.04,13.29,14.04,15.25,13.55,13.55,13.89,13.89,13.89,14.89
SLB,2018,15.74,15.13,15.74,16.72,15.339999999999998,15.339999999999998,15.62,15.62,15.62,16.43
SLB,2019,12.59,11.99,12.59,13.559999999999999,12.2,12.2,12.47,12.47,12.47,13.27
SLB,2020,11.24,10.64,11.24,12.2,10.85,10.85,11.12,11.12,11.12,11.92
SLB,2021,12.5,11.9,12.5,13.479999999999999,12.11,12.11,12.38,12.38,12.38,13.19
SLB,2022,19.42,18.8,19.42,20.41,19.01,19.01,19.29,19.29,19.29,20.12
SLB,2023,17.87,17.26,17.87,18.86,17.47,17.47,17.75,17.75,17.75,18.57
SLE,2015,17.77,17.12,17.77,18.82,15.83,17.35,17.64,17.64,17.64,18.51
SLE,2016,17.25,16.6,17.25,18.3,15.31,16.83,17.12,17.12,17.12,17.99
SLE,2017,20.47,19.82,20.47,21.52,18.53,19.29,20.34,20.34,20.34,21.21
SLE,2018,24.13,23.47,24.13,25.19,22.17,22.929999999999996,24.0,24.0,24.0,24.87
SLE,2019,16.53,15.89,16.53,17.57,14.62,15.36,16.4,16.4,16.4,17.26
SLE,2020,14.02,13.38,14.02,15.04,12.12,12.86,13.89,13.89,13.89,14.74
SLE,2021,15.36,14.729999999999999,15.36,16.39,13.46,14.21,15.24,15.24,15.24,16.09
SLE,2022,28.1,27.44,28.1,29.17,26.12,26.89,27.97,27.97,27.97,28.85
SLE,2023,22.14,21.5,22.14,23.19,20.21,20.97,22.02,22.02,22.02,22.88
SLV,2015,10.93,10.33,10.93,11.9,10.54,11.94,10.81,10.81,12.21,13.02
SLV,2016,10.5,9.89,10.5,11.47,10.1,11.51,10.38,10.38,11.78,12.58
SLV,2017,13.28,12.67,13.28,14.26,12.88,13.59,13.16,13.16,14.58,15.39
SLV,2018,15.660000000000002,15.050000000000002,15.660000000000002,16.65,15.26,15.979999999999999,15.54,15.54,16.97,17.79
SLV,2019,11.18,10.58,11.18,12.16,10.79,10.79,11.06,11.06,12.47,13.27
SLV,2020,9.84,9.24,9.84,10.81,9.45,9.45,9.72,9.72,11.12,11.92
SLV,2021,11.1,10.49,11.1,12.07,10.699999999999998,10.699999999999998,10.979999999999999,10.979999999999999,12.38,13.19
SLV,2022,22.32,21.68,22.32,23.34,21.9,21.9,22.19,22.19,23.67,24.51
SLV,2023,20.02,19.39,20.02,21.03,19.61,19.61,19.89,19.89,21.35,22.19
SOM,2015,23.97,23.22,23.97,25.18,23.48,23.48,23.82,23.82,23.82,24.82
SOM,2016,23.36,22.61,23.36,24.57,22.87,22.87,23.21,23.21,23.21,24.21
SOM,2017,23.359999999999996,22.609999999999996,23.359999999999996,24.57,22.87,22.87,23.21,23.21,23.21,24.21
SOM,2018,27.290000000000003,26.540000000000003,27.290000000000003,28.5,26.8,26.8,27.14,27.14,27.14,28.14
SOM,2019,21.21,20.46,21.21,22.42,20.72,20.72,21.06,21.06,21.06,22.06
SOM,2020,19.45,18.7,19.45,20.66,18.96,18.09,19.3,19.3,19.3,20.3
SOM,2021,20.02,19.27,20.02,21.23,19.53,17.78,19.87,19.87,19.87,20.87
SOM,2022,31.51,30.76,31.51,32.72,31.02,29.27,31.36,31.36,31.36,32.36
SOM,2023,28.55,27.8,28.55,29.76,28.06,26.31,28.4,28.4,28.4,29.4
SRB,2015,15.18,14.5,15.18,16.27,13.14,14.729999999999999,15.04,15.04,15.04,15.949999999999998
SRB,2016,14.69,14.01,14.69,15.79,12.66,14.25,14.55,14.55,14.55,15.46
SRB,2017,11.77,11.1,11.77,12.85,9.77,11.34,11.64,11.64,11.64,12.53
SRB,2018,13.339999999999998,12.67,13.339999999999998,14.42,11.339999999999998,12.9,13.21,13.21,13.21,14.1
SRB,2019,11.09,10.42,11.09,12.17,9.09,10.66,10.96,10.96,10.96,11.85
SRB,2020,9.75,9.09,9.75,10.83,7.76,9.32,9.62,9.62,9.62,10.51
SRB,2021,9.6,8.93,9.6,10.68,7.61,9.17,9.47,9.47,9.47,10.36
SRB,2022,13.51,12.84,13.51,14.59,11.51,13.07,13.38,13.38,13.38,14.27
SRB,2023,13.28,12.61,13.28,14.36,11.28,12.84,13.15,13.15,13.15,14.04
SUR,2015,13.23,12.65,13.23,14.17,11.49,12.85,13.11,13.11,13.11,13.89
SUR,2016,12.78,12.2,12.78,13.72,11.04,12.4,12.67,12.67,12.67,13.44
SUR,2017,10.86,10.3,10.86,11.77,9.179999999999998,10.5,10.75,10.75,10.75,11.5
SUR,2018,13.74,13.17,13.74,14.67,12.04,13.37,13.63,13.63,13.63,14.39
SUR,2019,11.1,10.53,11.1,12.01,9.4,10.72,10.98,10.98,10.98,11.74
SUR,2020,13.89,13.3,13.89,14.84,12.13,13.51,13.77,13.77,13.77,14.56
SUR,2021,14.229999999999999,13.64,14.229999999999999,15.17,12.479999999999999,13.85,14.11,14.11,14.11,14.89
SUR,2022,22.98,22.37,22.98,23.97,21.16,22.58,22.86,22.86,22.86,23.67
SUR,2023,20.67,20.07,20.67,21.64,18.88,20.28,20.55,20.55,20.55,21.35
SVK,2015,7.25,8.09,8.72,9.74,6.84,8.31,8.6,8.6,8.6,9.44
SVK,2016,6.87,7.71,8.34,9.35,6.46,7.93,8.21,8.21,8.21,9.05
SVK,2017,6.78,7.61,8.24,9.25,6.37,7.83,8.11,8.11,8.11,8.95
SVK,2018,7.63,8.47,9.1,10.11,7.22,8.69,8.97,8.97,8.97,9.81
SVK,2019,7.26,7.360000000000001,7.99,9.0,6.11,7.58,7.860000000000001,7.860000000000001,7.860000000000001,8.7
SVK,2020,6.09,6.19,6.82,7.83,4.95,6.41,6.69,6.69,6.69,7.53
SVK,2021,5.72,6.56,7.18,8.2,5.31,6.77,7.06,7.06,7.06,7.89
SVK,2022,8.64,8.75,9.38,10.39,7.5,8.97,9.25,9.25,9.25,10.09
SVK,2023,8.99,9.1,9.73,10.74,7.85,9.32,9.6,9.6,9.6,10.44
SVN,2015,11.03,10.38,11.03,12.08,9.09,10.61,10.9,10.9,10.9,11.76
SVN,2016,10.61,9.96,10.61,11.65,8.67,10.18,10.48,10.48,10.48,11.34
SVN,2017,9.2,8.56,9.2,10.24,7.29,8.78,9.07,9.07,9.07,9.929999999999998
SVN,2018,10.25,9.61,10.25,11.28,8.33,9.83,10.12,10.12,10.12,10.979999999999999
SVN,2019,8.84,8.19,8.84,9.87,6.92,8.42,8.71,8.71,8.71,9.56
SVN,2020,7.25,6.61,7.25,8.29,5.34,6.84,7.13,7.13,7.13,7.98
SVN,2021,7.63,6.989999999999999,7.63,8.66,5.72,7.21,7.5,7.5,7.5,8.36
SVN,2022,10.11,9.47,10.11,11.15,8.2,8.95,9.98,9.98,9.98,10.84
SVN,2023,10.37,9.73,10.37,11.4,8.46,9.21,10.24,10.24,10.24,11.1
SWE,2015,5.97,6.8,7.430000000000001,8.44,5.56,7.02,7.309999999999999,7.309999999999999,5.84,6.68
SWE,2016,5.61,6.44,7.07,8.08,5.2,6.66,6.94,6.94,5.48,7.05
SWE,2017,5.89,6.7299999999999995,7.36,8.37,5.49,6.95,7.2299999999999995,7.2299999999999995,5.7700000000000005,6.6
SWE,2018,6.55,7.39,8.02,9.03,6.150000000000001,7.61,7.89,7.89,6.43,7.260000000000001
SWE,2019,5.76,6.590000000000001,7.220000000000001,8.23,5.35,6.81,7.1,7.1,5.63,6.470000000000001
SWE,2020,4.62,5.45,6.08,7.09,4.21,5.67,5.96,5.96,4.49,5.33
SWE,2021,4.98,5.82,6.44,7.46,4.57,6.04,6.32,6.32,4.86,5.69
SWE,2022,6.58,7.42,8.05,9.06,6.18,7.64,7.92,7.92,6.46,7.29
SWE,2023,7.16,8.0,8.62,9.63,6.75,8.21,8.5,8.5,7.03,7.87
SWZ,2017,11.320000000000002,12.13,12.74,13.73,10.92,12.34,12.62,12.62,12.62,13.429999999999998
SWZ,2018,13.229999999999999,14.050000000000002,14.660000000000002,15.65,12.83,14.26,14.54,14.54,14.54,15.36
SWZ,2019,10.44,11.25,11.86,12.85,10.04,11.46,11.74,11.74,11.74,12.55
SWZ,2020,10.03,10.84,11.45,12.44,9.63,11.05,11.33,11.33,11.33,12.15
SWZ,2021,10.4,11.21,11.82,12.81,10.0,11.42,11.699999999999998,11.699999999999998,11.699999999999998,12.520000000000001
SWZ,2022,16.58,17.41,18.03,19.03,16.17,17.62,17.9,17.9,17.9,18.73
